image,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,command,speed_left,speed_right
000001.jpg,2026-02-28T14:17:03.484210,9.906285285949707,-0.31046873331069946,0.05742774158716202,0.0,-0.0,-0.00013315795513335615,stop,0.0,0.0
000002.jpg,2026-02-28T14:17:03.724617,9.906285285949707,-0.31046873331069946,0.05742774158716202,0.0,-0.0,-0.00013315795513335615,stop,0.0,0.0
000003.jpg,2026-02-28T14:17:03.741787,9.902098655700684,-0.3188436031341553,0.06520441919565201,0.00013315795513335615,0.00013315795513335615,0.0,stop,0.0,0.0
000004.jpg,2026-02-28T14:17:03.944308,9.902098655700684,-0.3188436031341553,0.06520441919565201,-0.0002663159102667123,-0.0003994738799519837,-0.0003994738799519837,stop,0.0,0.0
000005.jpg,2026-02-28T14:17:03.976428,9.902397155761719,-0.3197409212589264,0.04815555736422539,-0.0002663159102667123,-0.0003994738799519837,-0.0003994738799519837,stop,0.0,0.0
000006.jpg,2026-02-28T14:17:04.232555,9.892526626586914,-0.3155534863471985,0.061016976833343506,-0.00013315795513335615,0.0,-0.0002663159102667123,stop,0.0,0.0
000007.jpg,2026-02-28T14:17:04.251191,9.892526626586914,-0.3155534863471985,0.061016976833343506,-0.0,-0.0002663159102667123,0.00013315795513335615,stop,0.0,0.0
000008.jpg,2026-02-28T14:17:04.339299,9.908080101013184,-0.32213374972343445,0.059820566326379776,-0.0,-0.0002663159102667123,0.00013315795513335615,stop,0.0,0.0
000009.jpg,2026-02-28T14:17:04.548733,9.904191970825195,-0.3209373354911804,0.04187439754605293,0.0,0.00013315795513335615,-0.00013315795513335615,stop,0.0,0.0
000010.jpg,2026-02-28T14:17:04.586895,9.905388832092285,-0.32153555750846863,0.05892325937747955,0.0,0.00013315795513335615,-0.00013315795513335615,stop,0.0,0.0
000011.jpg,2026-02-28T14:17:04.806470,9.905388832092285,-0.32153555750846863,0.05892325937747955,0.00013315795513335615,0.0006657897611148655,0.00013315795513335615,stop,0.0,0.0
000012.jpg,2026-02-28T14:17:04.821137,9.911669731140137,-0.3206382393836975,0.06251249462366104,0.00013315795513335615,0.0002663159102667123,-0.0002663159102667123,stop,0.0,0.0
000013.jpg,2026-02-28T14:17:05.063186,9.905986785888672,-0.3044866919517517,0.06251249462366104,0.00013315795513335615,0.0002663159102667123,-0.0002663159102667123,stop,0.0,0.0
000014.jpg,2026-02-28T14:17:05.068880,9.902098655700684,-0.3155534863471985,0.06669992953538895,-0.00013315795513335615,0.0002663159102667123,-0.0,stop,0.0,0.0
000015.jpg,2026-02-28T14:17:05.181441,9.915258407592773,-0.31764721870422363,0.062213387340307236,-0.00013315795513335615,0.0002663159102667123,-0.0,stop,0.0,0.0
000016.jpg,2026-02-28T14:17:05.468978,9.895816802978516,-0.3158525824546814,0.05503492057323456,-0.00013315795513335615,0.0003994738799519837,0.0,stop,0.0,0.0
000017.jpg,2026-02-28T14:17:05.473188,9.896415710449219,-0.3128615617752075,0.0690927505493164,0.00013315795513335615,0.0,-0.00013315795513335615,stop,0.0,0.0
000018.jpg,2026-02-28T14:17:05.557836,9.896415710449219,-0.3128615617752075,0.0690927505493164,0.00013315795513335615,0.0,-0.00013315795513335615,stop,0.0,0.0
000019.jpg,2026-02-28T14:17:05.768427,9.897911071777344,-0.3278166949748993,0.05832505226135254,-0.00013315795513335615,0.0002663159102667123,-0.0,stop,0.0,0.0
000020.jpg,2026-02-28T14:17:05.796529,9.915557861328125,-0.3197409212589264,0.04935196787118912,0.0002663159102667123,0.0003994738799519837,-0.00013315795513335615,stop,0.0,0.0
000021.jpg,2026-02-28T14:17:06.036016,9.90269660949707,-0.3206382393836975,0.05473581701517105,0.0002663159102667123,0.0003994738799519837,-0.00013315795513335615,stop,0.0,0.0
000022.jpg,2026-02-28T14:17:06.040905,9.890732765197754,-0.3125624656677246,0.053240302950143814,0.00013315795513335615,0.0,0.0,stop,0.0,0.0
000023.jpg,2026-02-28T14:17:06.177626,9.90149974822998,-0.3206382393836975,0.054436713457107544,0.00013315795513335615,0.0,0.0,stop,0.0,0.0
000024.jpg,2026-02-28T14:17:06.277113,9.897013664245605,-0.3233301639556885,0.04127619042992592,0.00013315795513335615,0.0002663159102667123,0.0002663159102667123,stop,0.0,0.0
000025.jpg,2026-02-28T14:17:06.490601,9.90149974822998,-0.31046873331069946,0.062213387340307236,0.0002663159102667123,0.0,0.00013315795513335615,stop,0.0,0.0
000026.jpg,2026-02-28T14:17:06.507566,9.901799201965332,-0.30598220229148865,0.054436713457107544,0.0002663159102667123,0.0,0.00013315795513335615,stop,0.0,0.0
000027.jpg,2026-02-28T14:17:06.690587,9.903892517089844,-0.3242274820804596,0.055334024131298065,0.00013315795513335615,-0.00013315795513335615,0.0,stop,0.0,0.0
000028.jpg,2026-02-28T14:17:06.751197,9.903892517089844,-0.3242274820804596,0.055334024131298065,0.00013315795513335615,-0.00013315795513335615,0.0,stop,0.0,0.0
000029.jpg,2026-02-28T14:17:06.894062,9.900004386901855,-0.3194418251514435,0.054137613624334335,-0.0002663159102667123,0.00013315795513335615,-0.0,stop,0.0,0.0
000030.jpg,2026-02-28T14:17:06.994211,9.908379554748535,-0.3119642436504364,0.053240302950143814,0.0002663159102667123,0.0003994738799519837,0.00013315795513335615,stop,0.0,0.0
000031.jpg,2026-02-28T14:17:07.160352,9.90688419342041,-0.3251247704029083,0.06819544732570648,0.0,0.0005326318205334246,0.0002663159102667123,stop,0.0,0.0
000032.jpg,2026-02-28T14:17:07.262395,9.906584739685059,-0.3194418251514435,0.05563312768936157,0.0,0.0005326318205334246,0.0002663159102667123,stop,0.0,0.0
000033.jpg,2026-02-28T14:17:07.387801,9.908379554748535,-0.31345975399017334,0.049651071429252625,0.0002663159102667123,0.00013315795513335615,0.00013315795513335615,stop,0.0,0.0
000034.jpg,2026-02-28T14:17:07.515157,9.896714210510254,-0.3086741268634796,0.05892325937747955,0.0002663159102667123,0.00013315795513335615,0.00013315795513335615,stop,0.0,0.0
000035.jpg,2026-02-28T14:17:07.747099,9.914660453796387,-0.3242274820804596,0.06161518394947052,0.0,0.00013315795513335615,-0.00013315795513335615,stop,0.0,0.0
000036.jpg,2026-02-28T14:17:07.762836,9.914660453796387,-0.3242274820804596,0.06161518394947052,0.0,0.00013315795513335615,-0.00013315795513335615,stop,0.0,0.0
000037.jpg,2026-02-28T14:17:07.936998,9.897911071777344,-0.3170489966869354,0.06191428750753403,0.0,0.0002663159102667123,0.0002663159102667123,stop,0.0,0.0
000038.jpg,2026-02-28T14:17:08.020697,9.902098655700684,-0.32243284583091736,0.07058826833963394,-0.0,0.0,0.0002663159102667123,stop,0.0,0.0
000039.jpg,2026-02-28T14:17:08.250101,9.91286563873291,-0.3161516785621643,0.05054837837815285,-0.0,0.0,0.0002663159102667123,stop,0.0,0.0
000040.jpg,2026-02-28T14:17:08.269471,9.907182693481445,-0.31435707211494446,0.05503492057323456,0.00013315795513335615,-0.0,-0.0,stop,0.0,0.0
000041.jpg,2026-02-28T14:17:08.429062,9.901799201965332,-0.3209373354911804,0.05712864175438881,-0.00013315795513335615,-0.0,-0.0003994738799519837,stop,0.0,0.0
000042.jpg,2026-02-28T14:17:08.516271,9.895218849182129,-0.3155534863471985,0.06430710852146149,-0.0003994738799519837,0.0,0.0002663159102667123,stop,0.0,0.0
000043.jpg,2026-02-28T14:17:08.742254,9.895218849182129,-0.3155534863471985,0.06430710852146149,-0.0003994738799519837,0.0,0.0002663159102667123,stop,0.0,0.0
000044.jpg,2026-02-28T14:17:08.770813,9.910472869873047,-0.3248256742954254,0.05742774158716202,0.00013315795513335615,-0.0002663159102667123,0.00013315795513335615,stop,0.0,0.0
000045.jpg,2026-02-28T14:17:08.889385,9.906584739685059,-0.3203391432762146,0.05563312768936157,0.00013315795513335615,-0.0002663159102667123,0.00013315795513335615,stop,0.0,0.0
000046.jpg,2026-02-28T14:17:09.055765,9.913165092468262,-0.32721850275993347,0.059820566326379776,0.00013315795513335615,0.00013315795513335615,0.0002663159102667123,stop,0.0,0.0
000047.jpg,2026-02-28T14:17:09.145782,9.90149974822998,-0.3155534863471985,0.05712864175438881,0.00013315795513335615,0.00013315795513335615,0.0002663159102667123,stop,0.0,0.0
000048.jpg,2026-02-28T14:17:09.355963,9.90149974822998,-0.3155534863471985,0.05712864175438881,-0.00013315795513335615,-0.0,-0.0002663159102667123,stop,0.0,0.0
000049.jpg,2026-02-28T14:17:09.378984,9.89551830291748,-0.3248256742954254,0.062213387340307236,0.00013315795513335615,-0.00013315795513335615,0.00013315795513335615,stop,0.0,0.0
000050.jpg,2026-02-28T14:17:09.598501,9.910472869873047,-0.3242274820804596,0.07477571070194244,0.00013315795513335615,-0.00013315795513335615,0.00013315795513335615,stop,0.0,0.0
000051.jpg,2026-02-28T14:17:09.636251,9.899106979370117,-0.31405797600746155,0.05742774158716202,-0.00013315795513335615,-0.00013315795513335615,-0.0002663159102667123,stop,0.0,0.0
000052.jpg,2026-02-28T14:17:09.767235,9.91107177734375,-0.32273194193840027,0.06131608039140701,-0.00013315795513335615,-0.00013315795513335615,-0.0002663159102667123,stop,0.0,0.0
000053.jpg,2026-02-28T14:17:09.871605,9.899106979370117,-0.3188436031341553,0.064606212079525,-0.00013315795513335615,-0.0002663159102667123,0.0002663159102667123,stop,0.0,0.0
000054.jpg,2026-02-28T14:17:10.009714,9.908080101013184,-0.3188436031341553,0.06071787327528,-0.0,0.00013315795513335615,-0.0,stop,0.0,0.0
000055.jpg,2026-02-28T14:17:10.183016,9.912267684936523,-0.3155534863471985,0.055334024131298065,-0.0,0.00013315795513335615,-0.0,stop,0.0,0.0
000056.jpg,2026-02-28T14:17:10.267065,9.910174369812012,-0.3158525824546814,0.06550352275371552,-0.0002663159102667123,-0.00013315795513335615,-0.00013315795513335615,stop,0.0,0.0
000057.jpg,2026-02-28T14:17:10.505009,9.905986785888672,-0.31016963720321655,0.05892325937747955,-0.00013315795513335615,0.00013315795513335615,0.00013315795513335615,stop,0.0,0.0
000058.jpg,2026-02-28T14:17:10.509991,9.905089378356934,-0.3008974492549896,0.05024927482008934,-0.00013315795513335615,0.00013315795513335615,0.00013315795513335615,stop,0.0,0.0
000059.jpg,2026-02-28T14:17:10.688469,9.89850902557373,-0.3239283561706543,0.06041877344250679,-0.0003994738799519837,-0.00013315795513335615,0.0,stop,0.0,0.0
000060.jpg,2026-02-28T14:17:10.752568,9.901201248168945,-0.3197409212589264,0.05563312768936157,-0.00013315795513335615,-0.0,-0.0002663159102667123,stop,0.0,0.0
000061.jpg,2026-02-28T14:17:10.905028,9.896714210510254,-0.3164508044719696,0.04935196787118912,-0.00013315795513335615,-0.0,-0.0002663159102667123,stop,0.0,0.0
000062.jpg,2026-02-28T14:17:10.987948,9.904789924621582,-0.31495529413223267,0.045164529234170914,-0.00013315795513335615,0.0002663159102667123,-0.00013315795513335615,stop,0.0,0.0
000063.jpg,2026-02-28T14:17:11.195050,9.903294563293457,-0.30508488416671753,0.05563312768936157,-0.00013315795513335615,0.0002663159102667123,-0.00013315795513335615,stop,0.0,0.0
000064.jpg,2026-02-28T14:17:11.246524,9.904491424560547,-0.3155534863471985,0.05952146276831627,0.0,0.00013315795513335615,-0.0,stop,0.0,0.0
000065.jpg,2026-02-28T14:17:11.502700,9.902397155761719,-0.3332005441188812,0.05353940650820732,-0.00013315795513335615,-0.0,0.00013315795513335615,stop,0.0,0.0
000066.jpg,2026-02-28T14:17:11.507582,9.896714210510254,-0.3155534863471985,0.06819544732570648,-0.00013315795513335615,-0.0,0.00013315795513335615,stop,0.0,0.0
000067.jpg,2026-02-28T14:17:11.611453,9.903294563293457,-0.3209373354911804,0.057726845145225525,-0.0002663159102667123,0.0,0.0,stop,0.0,0.0
000068.jpg,2026-02-28T14:17:11.811233,9.894919395446777,-0.3008974492549896,0.07357929646968842,-0.00013315795513335615,0.00013315795513335615,-0.0,stop,0.0,0.0
000069.jpg,2026-02-28T14:17:11.856707,9.904491424560547,-0.3164508044719696,0.05892325937747955,-0.00013315795513335615,0.00013315795513335615,-0.0,stop,0.0,0.0
000070.jpg,2026-02-28T14:17:12.020493,9.908080101013184,-0.32602208852767944,0.0526420995593071,-0.00013315795513335615,0.0,-0.0,stop,0.0,0.0
000071.jpg,2026-02-28T14:17:12.093208,9.900602340698242,-0.3107678294181824,0.057726845145225525,-0.00013315795513335615,0.0,-0.0,stop,0.0,0.0
000072.jpg,2026-02-28T14:17:12.215936,9.896116256713867,-0.31495529413223267,0.056530434638261795,0.0,-0.00013315795513335615,-0.00013315795513335615,stop,0.0,0.0
000073.jpg,2026-02-28T14:17:12.424343,9.904191970825195,-0.31824541091918945,0.04426721855998039,-0.0,0.00013315795513335615,0.0,stop,0.0,0.0
000074.jpg,2026-02-28T14:17:12.454596,9.895218849182129,-0.3086741268634796,0.064606212079525,-0.0,0.00013315795513335615,0.0,stop,0.0,0.0
000075.jpg,2026-02-28T14:17:12.640622,9.907781600952148,-0.3164508044719696,0.06131608039140701,-0.00013315795513335615,-0.00013315795513335615,0.00013315795513335615,stop,0.0,0.0
000076.jpg,2026-02-28T14:17:12.690245,9.902996063232422,-0.3233301639556885,0.05832505226135254,-0.00013315795513335615,-0.00013315795513335615,0.00013315795513335615,stop,0.0,0.0
000077.jpg,2026-02-28T14:17:12.821681,9.921838760375977,-0.32273194193840027,0.057726845145225525,0.0002663159102667123,0.0003994738799519837,-0.00013315795513335615,stop,0.0,0.0
000078.jpg,2026-02-28T14:17:13.151217,9.905388832092285,-0.31824541091918945,0.06281159073114395,-0.00013315795513335615,-0.0002663159102667123,-0.00013315795513335615,stop,0.0,0.0
000079.jpg,2026-02-28T14:17:13.155569,9.91286563873291,-0.30508488416671753,0.05952146276831627,-0.00013315795513335615,-0.0002663159102667123,-0.00013315795513335615,stop,0.0,0.0
