image,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,command,speed_left,speed_right
000001.jpg,2026-02-27T23:48:00.887847,0.6367899179458618,4.4189453125,8.626424789428711,-0.008388951420783997,-0.013049479573965073,0.06937529146671295,stop,0.0,0.0
000002.jpg,2026-02-27T23:48:01.015161,-0.016450656577944756,4.694717884063721,8.659924507141113,-0.024101590737700462,-0.008388951420783997,-0.10399636626243591,stop,0.0,0.0
000003.jpg,2026-02-27T23:48:01.147604,-0.016450656577944756,4.694717884063721,8.659924507141113,0.009454214945435524,0.050733182579278946,0.05299686640501022,stop,0.0,0.0
000004.jpg,2026-02-27T23:48:01.257664,0.1941177397966385,4.5391845703125,8.65633487701416,-0.010253162123262882,-0.010253162123262882,-0.020106852054595947,stop,0.0,0.0
000005.jpg,2026-02-27T23:48:01.385554,0.1941177397966385,4.5391845703125,8.65633487701416,-0.010253162123262882,-0.010253162123262882,-0.020106852054595947,stop,0.0,0.0
000006.jpg,2026-02-27T23:48:01.498475,0.1941177397966385,4.5391845703125,8.65633487701416,-0.00612526573240757,-0.013715269044041634,0.0022636852227151394,stop,0.0,0.0
000007.jpg,2026-02-27T23:48:01.627010,0.2315055876970291,4.549653053283691,8.648259162902832,-0.00612526573240757,-0.013715269044041634,0.0022636852227151394,stop,0.0,0.0
000008.jpg,2026-02-27T23:48:01.738077,0.2315055876970291,4.549653053283691,8.648259162902832,0.009187898598611355,0.01438105944544077,-0.0023968431632965803,stop,0.0,0.0
000009.jpg,2026-02-27T23:48:01.864749,0.23210379481315613,4.530211448669434,8.628817558288574,-0.005858949851244688,0.005459476262331009,0.0022636852227151394,stop,0.0,0.0
000010.jpg,2026-02-27T23:48:01.985348,0.23210379481315613,4.530211448669434,8.628817558288574,-0.005858949851244688,0.005459476262331009,0.0022636852227151394,stop,0.0,0.0
000011.jpg,2026-02-27T23:48:02.108842,0.23210379481315613,4.530211448669434,8.628817558288574,-0.009321057237684727,0.0018642114009708166,-0.005326318088918924,stop,0.0,0.0
000012.jpg,2026-02-27T23:48:02.223585,0.16271193325519562,4.573282241821289,8.66351318359375,-0.009321057237684727,0.0018642114009708166,-0.005326318088918924,stop,0.0,0.0
000013.jpg,2026-02-27T23:48:02.347023,0.1824527233839035,4.521238327026367,8.676973342895508,-0.01504684891551733,0.005592633970081806,0.0050600022077560425,stop,0.0,0.0
000014.jpg,2026-02-27T23:48:02.465118,0.1824527233839035,4.521238327026367,8.676973342895508,-0.01504684891551733,0.005592633970081806,0.0050600022077560425,stop,0.0,0.0
000015.jpg,2026-02-27T23:48:02.585051,0.2066800594329834,4.477569580078125,8.685647010803223,-0.01664474420249462,0.005459476262331009,0.009720530360937119,stop,0.0,0.0
